domain,name,product_category,revenue_range,Total visits - November 2017,Total visits -  June 2017,Total visits - October 2017,SimilarWeb Rank-October,MUV - October
campozark.com,Camp Ozark,Hospitality and Accomodation,$50 mil. - $100 mil.,4179.273529,10806.12022,6518.598077,2738846,1041.779246
partsnow.com,PARTS NOW! company,Consumer Electronics & Appliances,$50 mil. - $100 mil.,60320.98335,212443.1169,341.8996139,17976928,305.8589279
taxaudit.com,TaxAudit.com,Others,$50 mil. - $100 mil.,56581.42638,87694.44503,151644.5921,304008,10346.82319
ninashoes.com,NINA FOOTWEAR CORP,Apparel and Accessories,$50 mil. - $100 mil.,82332.74806,63890.39732,7011.593104,2693935,6282.18398
alsformalwear.com,Al,Apparel and Accessories,$50 mil. - $100 mil.,39131.02617,3727.757117,4905.554227,3898236,3545.489763
kimberamerica.com,Kimber Mfg. Inc,Others,$50 mil. - $100 mil.,583790.4767,385776.07,472910.0767,129109,71631.43743
geeks2u.com.au,Geeks2U,Technology and Computing,$50 mil. - $100 mil.,52233.43884,382554.2025,130494.6769,570943,10107.78858
jmldirect.com,JML Direct Ltd,Others,$50 mil. - $100 mil.,465342.7111,327108.9286,364051.6614,206122,56096.76577
kitchenandcompany.com,Kitchen & Company,Travel and Transportation,$50 mil. - $100 mil.,41790.31851,93185.75438,64563.09939,902945,8961.319485
rivafashion.com,RIVA,Apparel and Accessories,$50 mil. - $100 mil.,54111.55153,154061.5053,43016.12906,770308,6592.466305
arkansasonline.com,Arkansas Democrat-Gazette Inc,Media and Publications,$50 mil. - $100 mil.,1500765.13,1561393.086,2191764.114,29882,221037.3674
ninosalvaggio.com,Nino Salvaggio International Marketplace,Food And Beverage,$50 mil. - $100 mil.,67485.76525,39459.17905,13408.04816,2736764,3072.13406
afsupply.com,A.F. SUPPLY CORP.,Others,$50 mil. - $100 mil.,8401.960703,16012.8336,189559.8571,470847,7597.039149
ghdhair.com,Hair Straighteners,General Merchandise,$50 mil. - $100 mil.,1645591.474,535481.4689,657868.915,109124,80402.51417
pedders.com.au,Rosebank Automotive,Business and Industrial,$50 mil. - $100 mil.,81175.29697,167807.4913,191193.9218,307100,19431.98181
solidworks.com,SOLIDWORKS User Groups,Others,$50 mil. - $100 mil.,4045898.46,3962386.297,6248514.293,15146,1344713.233
insightsonline.net,INSIGHT CONSULTING LLC,Medical and Wellness,$50 mil. - $100 mil.,108.0805021,703.2308364,1263.699515,8016223,44.1591665
olympusgrp.com,Olympus Group,Apparel and Accessories,$50 mil. - $100 mil.,790.7221556,1689.955189,863.6195722,9073602,934.3319393
hardwareresources.com,Hardware Resources,Building Material and Garden Equipment and Supplies,$50 mil. - $100 mil.,54066.75335,51247.73335,36160.26623,749698,13225.46871
bridgeclimb.com,BridgeClimb,Travel and Transportation,$50 mil. - $100 mil.,70861.22896,83476.89698,94072.95771,597020,12601.97555
gtmsportswear.com,GTM Sportswear,"Art, Entertainment and Recreation",$50 mil. - $100 mil.,205233.5421,175900.1335,116411.0617,317199,36815.59085
broxap.com,Broxap Ltd,Others,$50 mil. - $100 mil.,8027.59384,4690.477371,7615.94896,3734985,2488.117402
romaclumber.com,Ro-Mac Lumber & Supply Inc,Building Material and Garden Equipment and Supplies,$50 mil. - $100 mil.,1993.1852,1575.664953,935.5935161,11185375,430.4161759
bushwacker.com,Bushwacker Inc,Automotive and Vehicles,$50 mil. - $100 mil.,126791.2656,371773.1693,79087.30684,761411,15232.41803
pierreherme.com,Pierre Hermé Paris,Style and Fashion,$50 mil. - $100 mil.,101731.8457,156797.5518,89779.7628,507563,21872.776
fitnessresource.com,Fitness Resource Inc,"Art, Entertainment and Recreation",$50 mil. - $100 mil.,115642.9634,1190.752871,13861.84183,3697296,724.7514105
plaidonline.com,Plaid Enterprises Inc,"Art, Craft and Collectibles",$50 mil. - $100 mil.,246467.3107,307469.4555,208268.8256,318247,33133.62762
levelwear.com,Levelwear,Apparel and Accessories,$50 mil. - $100 mil.,18036.97094,3118.748349,1323.686853,8150913,831.8319125
stevens.ca,The Stevens Company Limited,Others,$50 mil. - $100 mil.,18975.57446,4183.039819,3473.161317,5135490,2416.581078
buffalojeans.com,Buffalo,Apparel and Accessories,$50 mil. - $100 mil.,132348.7203,85458.14059,127943.3456,459061,10978.37906
peteseafoodclub.com,Pete's Seafood Club,Food And Beverage,$50 mil. - $100 mil.,937.6976308,Data not found,Data not found,Data not found,Data not found
lombartinstrument.com,Lombart Instrument Company,Others,$50 mil. - $100 mil.,4457.697293,87310.81494,7683.597201,3125126,1512.043206
mcaneny.biz,"McAneny Brothers, Inc.",Food And Beverage,$50 mil. - $100 mil.,81.23900002,681.0892391,4499.940267,5898331,709.171241
48hourprint.com,48HourPrint.com,Media and Publications,$50 mil. - $100 mil.,39984.04951,55418.33153,68141.12831,640847,26657.78331
hutsoninc.com,Hutson Inc,Building Material and Garden Equipment and Supplies,$50 mil. - $100 mil.,1786.221221,24043.70962,62051.30158,841151,604.2857955
usmedicalintl.com,US Medical International LLC,Medical and Wellness,$50 mil. - $100 mil.,95.66919897,327.002484,Data not found,Data not found,Data not found
baskins.com,Baskins,General Merchandise,$50 mil. - $100 mil.,Data not found,Data not found,Data not found,Data not found,Data not found
crownawards.com,Crown Awards,Gift and Novelty,$50 mil. - $100 mil.,259485.582,436697.0861,352226.7801,159629,58023.93793
sugoi.com,Sugoi,"Art, Entertainment and Recreation",$50 mil. - $100 mil.,79151.85222,26784.38943,30330.55491,1261386,10955.66338
dimpflmeierbakery.com,Dimpflmeier Bakery Ltd,Food And Beverage,$50 mil. - $100 mil.,32654.36451,5786.240305,10841.26737,3491365,2232.969467
newburycomics.com,Newbury Comics Inc,Other,$50 mil. - $100 mil.,202477.6879,149671.2421,516872.7243,160314,46497.40561
travers.com,Travers Tool Co. Inc,Others,$50 mil. - $100 mil.,145468.2845,152031.796,170111.9902,253123,14909.24104
penhaligons.com,Penhaligon's Ltd,Health and Fitness,$50 mil. - $100 mil.,219809.0866,212271.1271,185652.2177,314083,32608.13115
lee.com,Lee Jeans,Apparel and Accessories,$50 mil. - $100 mil.,600402.736,395176.3825,745031.8155,95783,124868.0122
derrickdodge.com,Derrick Dodge,Automotive and Vehicles,$50 mil. - $100 mil.,2954.693472,19060.60257,69236.25543,1138313,4833.845415
scoresports.com,Score Sports,Sporting Goods,$50 mil. - $100 mil.,38100.83761,70816.84847,63237.31791,1091378,6607.853092
drummondgolf.com.au,Drummond Golf,"Art, Entertainment and Recreation",$50 mil. - $100 mil.,72713.60934,81144.59128,56614.32476,651670,12073.41247
theumstead.com,The Umstead Hotel,Hospitality and Accomodation,$50 mil. - $100 mil.,41011.22814,289090.3711,267503.1641,411754,5464.960807
scarborough.com,Scarborough Research,Professional and Technical Services,$50 mil. - $100 mil.,38150.06986,39540.764,12038.49081,2681574,6306.601777
grammy.com,The GRAMMY Foundation,Others,$50 mil. - $100 mil.,398018.5394,434044.2932,1242618.345,69672,137899.7733
brockwhite.com,Brock White Canada Company,Building Material and Garden Equipment and Supplies,$50 mil. - $100 mil.,12869.86834,42362.60189,40813.10824,1419533,9691.216332
riddell.com,Riddell Inc,"Art, Entertainment and Recreation",$50 mil. - $100 mil.,197430.5058,303639.2207,320406.445,216611,42125.61572
crisisprevention.com,Crisis Prevention Institute Inc,Education,$50 mil. - $100 mil.,148589.4034,203613.0997,625127.5522,115819,81524.62553
gradshop.com,Gradshop,Apparel and Accessories,$50 mil. - $100 mil.,12074.9661,80191.03679,74560.97887,873686,7917.653508
steelite.com,Steelite International,Home Furnishings and Furniture,$50 mil. - $100 mil.,18333.45231,33676.57655,12958.85297,1895627,4660.47033
ipsasecurity.com,International Protective Service Agency,Other,$50 mil. - $100 mil.,17963.2425,82.46710561,Data not found,Data not found,191.5704106
billybobstexas.com,Billy Bob's Texas,"Art, Entertainment and Recreation",$50 mil. - $100 mil.,93564.19179,90364.95346,460496.1953,214799,8720.59562
green-leaf.us,Green Leaf Incorporated,Others,$50 mil. - $100 mil.,1016.078367,1538.91045,986.5116134,9643818,731.2580553
rapha.cc,Rapha,Medical and Wellness,$50 mil. - $100 mil.,939300.0684,946639.5747,1210220.676,44587,184904.6946
janenorman.co.uk,JANE NORMAN LTD,Apparel and Accessories,$50 mil. - $100 mil.,224074.6404,104825.425,89401.72433,424737,19047.02853
bohme.com,Bohme Boutique,Apparel and Accessories,$50 mil. - $100 mil.,59726.83624,18824.35503,72255.95865,860402,12565.53524
wickcommunications.com,Wick Communications,Media and Publications,$50 mil. - $100 mil.,1662.967099,707.264878,1200.422212,7970215,282.076163
campwalden.ca,Camp Walden,"Art, Entertainment and Recreation",$50 mil. - $100 mil.,927.6263452,2267.543779,2548.499598,7989885,1105.361589
zimmermannwear.com,Zimmermann,Apparel and Accessories,$50 mil. - $100 mil.,133319.0114,170729.4036,156554.6016,269033,32779.35124
cag.com.au,Corporate Apparel Group,Apparel and Accessories,$50 mil. - $100 mil.,136.5419993,162.5679799,Data not found,Data not found,Data not found
thestyleco.com.au,The Style Co,Style and Fashion,$50 mil. - $100 mil.,2863.78939,2242.799185,3372.285183,4497110,1100.539099
meridium.com,Meridium Inc,Others,$50 mil. - $100 mil.,26666.46164,4579.615507,3500.828272,4195233,899.7950668
2ndwindexercise.com,2nd Wind Exercise Equipment,"Art, Entertainment and Recreation",$50 mil. - $100 mil.,581044.3944,396797.9506,265252.7648,322934,9904.574162
jtsports.com.au,JT Sports LLC,Apparel and Accessories,$50 mil. - $100 mil.,Data not found,162.0656584,Data not found,Data not found,158.7930204
billluke.com,Bill Luke Chrysler Jeep and Dodge Inc,Automotive and Vehicles,$50 mil. - $100 mil.,118776.044,110456.095,122986.2602,440615,6450.36917
truconnect.com,TruConnect,Consumer Electronics & Appliances,$50 mil. - $100 mil.,861764.391,905167.4393,2222240.357,44361,9780.214051
orio.com,Orio AB,Automotive and Vehicles,$50 mil. - $100 mil.,16099.13502,125782.2507,95199.73498,761345,3455.234918
vertexinc.com,Vertex Inc,Others,$50 mil. - $100 mil.,56876.1102,40700.07448,82486.72815,563677,13346.28081
smartpakequine.com,SmartPak Equine LLC,"Art, Entertainment and Recreation",$50 mil. - $100 mil.,544861.2365,532137.9888,314883.6249,164492,75444.05872
rewardgateway.com,Reward Gateway,Others,$50 mil. - $100 mil.,175075.4312,169244.4917,447463.1573,154202,16498.78618
sbseating.com,Scandinavian Business Seating Ltd,Home Furnishings and Furniture,$50 mil. - $100 mil.,7483.303702,2595.286362,Data not found,Data not found,92.48759096
dutchbulbs.com,K. Van Bourgondien & Sons Inc,Home Furnishings and Furniture,$50 mil. - $100 mil.,105199.3654,56715.95471,103059.1651,509942,17034.26802
electrogroup.com.au,Electro Group,Education,$50 mil. - $100 mil.,1137.009585,950.2977496,750.841992,10420881,615.735085
jiffymix.com,Chelsea Milling Company,Food And Beverage,$50 mil. - $100 mil.,187310.1445,100289.8581,152790.9474,406500,16521.27174
crust.com.au,Crust,Food And Beverage,$50 mil. - $100 mil.,332609.4722,302847.6451,276313.4209,221171,70029.71359
entertainment.com,Entertainment Publications Inc,Classifieds and Coupons,$50 mil. - $100 mil.,653115.3685,680111.1124,353212.4016,181791,64136.67288
toyotaplace.com,Toyota Place,Automotive and Vehicles,$50 mil. - $100 mil.,14157.35593,28243.21806,46509.86874,1191186,3464.362379
caplugs.com,Caplugs,Others,$50 mil. - $100 mil.,68330.08781,19309.49782,97134.8647,641152,7381.750784
shoes.com,Shoe Company,Apparel and Accessories,$50 mil. - $100 mil.,1889449.553,4835727.122,4752537.898,13130,1146287.34
rjmatthews.com,Robert J Matthews Company,Others,$50 mil. - $100 mil.,5410.624267,6133.838927,3174.92709,4142193,1225.679433
edmundoptics.com,Edmund Optics Inc,Others,$50 mil. - $100 mil.,314743.5107,339726.0693,424497.0136,144598,115231.436
gelert.com,Gelert Limited,Sporting Goods,$50 mil. - $100 mil.,57103.91378,103653.8334,102631.0323,361295,12183.50511
peterglenn.com,Peter Glenn Ski and Sports,"Art, Entertainment and Recreation",$50 mil. - $100 mil.,421419.9597,126376.0791,299846.9234,268298,47253.0016
microlandusa.com,Microland Electronics Corp.,Consumer Electronics & Appliances,$50 mil. - $100 mil.,668.3272844,648.7074162,411.0466214,14549797,443.5607917
cpcscientific.com,CPC Scientific Inc,Others,$50 mil. - $100 mil.,535.6524109,621.4331129,531.473414,13282636,614.3817717
woodhouse.com,Woodhouse Quicklane,Automotive and Vehicles,$50 mil. - $100 mil.,108822.9642,84790.27412,87076.29613,265922,13962.03167
lauberge.com,L'Auberge de Sedona,Hospitality and Accomodation,$50 mil. - $100 mil.,47341.09217,68429.27985,42665.21849,1050026,8041.05309
sunsetter.com,SunSetter Products Limited Partnership,Home Furnishings and Furniture,$50 mil. - $100 mil.,74199.23744,133399.4732,13008.41842,1947212,17637.09938
tomleemusic.ca,Tom Lee Music Co,Hobbies and Interests,$50 mil. - $100 mil.,107388.3917,218369.6303,209514.8704,211729,26718.71852
shophappiness.com,Happiness Brand,Apparel and Accessories,$50 mil. - $100 mil.,364721.5814,47077.96685,47658.11687,919817,4204.226674
tylerperry.com,Tyler Perry Studios,"Art, Entertainment and Recreation",$50 mil. - $100 mil.,108169.54,118055.9413,184254.5005,288723,10567.12328
anaheimmercedes.com,Mercedes-Benz,Automotive and Vehicles,$50 mil. - $100 mil.,36177.11535,5165.401016,7203.027704,2948744,5394.235562
kingsmill.com,Kingsmill Resort,Hospitality and Accomodation,$50 mil. - $100 mil.,38555.84347,205375.4336,48991.49552,1219260,4398.225667
soap.com,Soap.com,Others,$50 mil. - $100 mil.,869290.8918,32355.68123,276348.4552,433202,1025.382307
homemakers.com,"Homemakers , Homemakers magazine",Media and Publications,$50 mil. - $100 mil.,103602.4834,95832.038,125249.7017,369527,21828.16824
epcusa.com,EPC Inc,Technology and Computing,$50 mil. - $100 mil.,11687.79415,10205.47627,8477.461404,3403016,3808.322867
reef.com,Reef,Apparel and Accessories,$50 mil. - $100 mil.,169253.2386,460632.3675,123379.9396,448129,40797.42768
nashvillewraps.com,Nashville Wraps LLC,Others,$50 mil. - $100 mil.,266739.892,48181.51464,128034.2024,241407,33573.0877
chriscraft.com,Chris-Craft Corporation,Sporting Goods,$50 mil. - $100 mil.,55610.66056,42620.69821,78574.10201,814057,8091.501049
pmsinternational.com,PMS International Group plc,Other,$50 mil. - $100 mil.,2919.090511,54435.71113,4963.166521,2760730,1883.198686
sitnsleep.com,Sit N Sleep Inc.,Home Furnishings and Furniture,$50 mil. - $100 mil.,122845.7305,140722.83,104741.6541,625758,21405.01523
celebrateexpress.com,"Celebrate Express, Inc.","Children, Family and Parenting",$50 mil. - $100 mil.,2084.106428,745.1917061,1482.338689,9010706,884.4062439
techinsights.com,TechInsights,Others,$50 mil. - $100 mil.,128349.8148,141149.4659,235331.6587,235241,61062.91099
londonfog.com,London Fog,Apparel and Accessories,$50 mil. - $100 mil.,182710.9821,58760.0143,119085.4369,461780,35119.60747
teamexpress.com,Team Express Distributing LLC,"Art, Entertainment and Recreation",$50 mil. - $100 mil.,180308.7983,80991.63103,158125.9995,520282,12261.53035
q-see.com,"Digital Peripheral Solutions , Inc.",Consumer Electronics & Appliances,$50 mil. - $100 mil.,153327.1623,121574.6747,347558.8359,257611,24578.37329
2xu.com,2XU Pty Ltd,Apparel and Accessories,$50 mil. - $100 mil.,508225.5469,219828.3385,409129.9358,198277,60827.74659
automationdirect.com,AutomationDirect Incorporated,Consumer Electronics & Appliances,$50 mil. - $100 mil.,590169.746,655253.2882,973529.8046,79404,162488.1935
avril.ca,Avril,Food And Beverage,$50 mil. - $100 mil.,272327.6725,240621.6274,135887.0157,417837,21860.77294
conec.com,CONEC Limited,Consumer Electronics & Appliances,$50 mil. - $100 mil.,10283.87345,7435.744484,41128.56017,1422436,4737.945377
nytro.com,Nytro Multisport,"Art, Entertainment and Recreation",$50 mil. - $100 mil.,16611.53836,23535.24347,4971.439234,3908143,1877.235479
gola.co.uk,Gola,Apparel and Accessories,$50 mil. - $100 mil.,70110.17459,12935.56049,64240.13921,707544,4702.464866
sw.co.uk,Sanderson Weatherall LLP,Finance,$50 mil. - $100 mil.,15950,18080,27022,1684129,9672
performanceradiator.com,Performance Radiator Inc,Automotive and Vehicles,$50 mil. - $100 mil.,97657.19964,15383.04899,63952.61394,949925,3206.045892
taylorguitars.com,Taylor Guitars,"Art, Entertainment and Recreation",$50 mil. - $100 mil.,548246.4868,471771.5948,565848.0493,140961,113929.172
dickiesworkwear.com,Dickies Workwear limited,Apparel and Accessories,$50 mil. - $100 mil.,59520.74962,85842.09837,45296.75938,868189,12894.80617
qsc.com,QSC Audio Products LLC,Consumer Electronics & Appliances,$50 mil. - $100 mil.,222077.8923,261304.6906,442504.5184,183738,72245.11042
windsorvineyards.com,Windsor Vineyards,Food And Beverage,$50 mil. - $100 mil.,47945.20633,5101.114458,5681.181569,3594268,1741.622021
malosa.com,Malosa Medical,Medical and Wellness,$50 mil. - $100 mil.,1015.533991,1489.618961,846.263608,10750641,174.5398964
precixinc.com,Precix Inc,Automotive and Vehicles,$50 mil. - $100 mil.,101.1567143,Data not found,Data not found,Data not found,Data not found
coco-mat.com,Coco-Mat Hotels & Resorts,Home Furnishings and Furniture,$50 mil. - $100 mil.,55170.242,67777.32919,93077.39733,480468,19361.57559
jaspersoft.com,Jaspersoft,Others,$50 mil. - $100 mil.,654676.4074,550829.2636,658584.0781,102226,228445.6668
smartosc.com,SmartOSC Corp,Consumer Electronics & Appliances,$50 mil. - $100 mil.,84167.69162,88870.01944,62903.46298,565548,7358.39043
bluemercury.com,Bluemercury Inc,Other,$50 mil. - $100 mil.,320068.8712,248909.7395,128663.8119,362644,35905.81639
bluegrasscellular.com,Bluegrass Cellular Inc,Travel and Transportation,$50 mil. - $100 mil.,58884.36026,158231.1854,189493.7357,314655,6373.398952
cooperbmw.com,Jackie Cooper,Automotive and Vehicles,$50 mil. - $100 mil.,58244.07159,29067.52922,3708.400222,4518471,1360.298953
prolook.com,Pro Look Sports Inc.,Apparel and Accessories,$50 mil. - $100 mil.,625.0574618,6281.088271,4945.330896,3688023,1403.261268
oasiscoolers.com,Oasis International Inc,Stationery and Office Products,$50 mil. - $100 mil.,14809.90053,7220.6733,9877.902651,3344531,4258.282032
jefferspet.com,Jeffers Inc,Pets and Pet Supplies,$50 mil. - $100 mil.,395015.0249,646492.6603,382866.1091,139016,56520.86442
acpro.com,AC Pro,Others,$50 mil. - $100 mil.,21341.9168,15517.82062,83602.51445,771693,4333.373025
theoncologyinstitute.com,The Oncology Institute of Hope and Innovation,Medical and Wellness,$50 mil. - $100 mil.,4748.927592,55164.73021,13911.81206,3320348,1813.620376
precisionsteel.com,Precision Steel Warehouse Inc,General Merchandise,$50 mil. - $100 mil.,11087.83202,12797.10074,10896.93837,2817610,5478.877223
alhendricksontoyota.com,AL HENDRICKSON TOYOTA INC,Automotive and Vehicles,$50 mil. - $100 mil.,17883.64432,7365.577595,75636.78361,771283,3835.320091
royers.com,U.S. Retail Flowers Inc,Florists,$50 mil. - $100 mil.,7541.474541,16662.30285,38789.79719,1041815,4059.214513
stokke.com,Stokke LLC,Home Furnishings and Furniture,$50 mil. - $100 mil.,1523901,1005716,1132835,83411,169505
vistek.ca,Vistek Ltd,Hobbies and Interests,$50 mil. - $100 mil.,510940.2551,714844.0124,387246.2697,136665,107824.5889
continentalautogroup.com,Continental Auto Group,Automotive and Vehicles,$50 mil. - $100 mil.,3635.614444,2908.707975,35308.03882,1503821,2674.848936
jandmjewelry.com,J&M Jewelry,Style and Fashion,$50 mil. - $100 mil.,388.5033646,341.3047438,241.4331377,18565984,71.16252403
lonsdalelondon.com.au,Lonsdale,Apparel and Accessories,$50 mil. - $100 mil.,35338.32947,9503.72907,8640.454414,3334862,4027.01219
reson.com,RESON Inc,Others,$50 mil. - $100 mil.,478.3076072,37.79329208,Data not found,Data not found,7.889793016
materialshandlingstore.com,Materials Handling Store,Others,$50 mil. - $100 mil.,1232.807823,1342.518823,429.520998,15022610,292.7772491
schott-music.com,Schott Music Corporation,"Art, Entertainment and Recreation",$50 mil. - $100 mil.,99060.26426,61342.32659,139833.5085,391076,32849.7685
karenkane.com,Karen Kane Inc,Apparel and Accessories,$50 mil. - $100 mil.,68712.20093,16147.94007,15554.02543,1652400,6800.364797
scosche.com,Scosche Industries Inc,Consumer Electronics & Appliances,$50 mil. - $100 mil.,276762.5919,291194.963,433798.7415,170284,64968.33993
senator.com,Senator Theatre,"Art, Entertainment and Recreation",$50 mil. - $100 mil.,7233.768415,5454.66064,15788.49156,1907915,2561.837487
restonic.com,RESTONIC Inc,Home Furnishings and Furniture,$50 mil. - $100 mil.,40576.25403,94173.04834,144007.617,672031,12819.97802
angelsprings.com,Angel Springs Ltd,Stationery and Office Products,$50 mil. - $100 mil.,3579.595501,3156.950139,5114.108864,4637119,2124.100015
portabellastores.com,Porta Bella Stores,Apparel and Accessories,$50 mil. - $100 mil.,453.4822638,Data not found,16035.81223,3793756,60.38126576
procapslabs.com,ProCaps Labs,Food And Beverage,$50 mil. - $100 mil.,28547.36547,20881.83571,117536.2999,351518,8868.451455
arlingtontoyota.com,Arlington Toyota,Automotive and Vehicles,$50 mil. - $100 mil.,28706.11687,29390.07788,146382.7387,426919,6786.28561
kriss-usa.com,KRISS USA Inc,Others,$50 mil. - $100 mil.,126579.1848,191784.496,197569.1904,302641,28350.48581
corsican.com,Corsican Furniture Company Inc,Home Furnishings and Furniture,$50 mil. - $100 mil.,687.6911578,873.0017167,639.4121746,12554112,655.818557
aegeanapparel.com,Aegean Apparel Incorporated,Apparel and Accessories,$50 mil. - $100 mil.,1251.788904,1070.815782,1046.544981,7901002,104.5003366
decjuba.com.au,DECJUBA Enterprises,Apparel and Accessories,$50 mil. - $100 mil.,84643.80631,417778.0504,133329.1801,418122,22304.7383
purdey.com,James Purdey & Sons Ltd,Sporting Goods,$50 mil. - $100 mil.,69916.91785,49202.11501,17058.71572,1455696,6352.680544
billboard.com,Bilboard Magazine,Media and Publications,$50 mil. - $100 mil.,36748684.35,31533755.06,42637870.2,2376,8633130.212
simplicity.com,Simplicity,"Art, Craft and Collectibles",$50 mil. - $100 mil.,655735.8244,720429.4603,573402.8951,101811,136270.6688
jonesdairyfarm.com,Jones Dairy Farm,Food And Beverage,$50 mil. - $100 mil.,115445.7186,45733.84699,106662.192,780346,11982.93223
flatrate.com,FlatRate Moving Company,Travel and Transportation,$50 mil. - $100 mil.,71315.72494,98367.28613,31172.71104,1878698,9614.285638
callawaygardens.com,Callaway Gardens,Hospitality and Accomodation,$50 mil. - $100 mil.,203403.5879,113995.2515,133926.9026,456182,15680.3069
3wire.com,3Wire Group Inc,Others,$50 mil. - $100 mil.,10376.9931,65305.2042,86532.77429,682046,7015.894037
audibeverlyhills.com,Audi Beverly Hills,Automotive and Vehicles,$50 mil. - $100 mil.,7430.260104,250900.2964,7272.558029,2989486,6498.179914
freshproduceclothes.com,Fresh Produce Sportswear Inc,Apparel and Accessories,$50 mil. - $100 mil.,123157.2516,56245.95269,16315.07597,1340336,13991.8184
nuaire.com,NuAire Inc,Consumer Electronics & Appliances,$50 mil. - $100 mil.,22383.99724,40749.11279,30104.34024,1377663,8722.569397
proschools.com,ProSchools Inc,Education,$50 mil. - $100 mil.,64074.17494,29969.31765,91352.93995,762002,9755.33895
harbor-view.com,Harbor View Hotel,Hospitality and Accomodation,$50 mil. - $100 mil.,2798.293128,6611.722962,1836.92296,6827433,1457.310215
shoebuy.com,Shoebuy.com Inc,Apparel and Accessories,$50 mil. - $100 mil.,5256023.919,601858.9316,510758.9935,199730,39292.90033
routledge.com,Routledge,Media and Publications,$50 mil. - $100 mil.,901555.8828,1052572.636,1227818.798,75730,357919.3521
fdcbuilding.com.au,FDC,Media and Publications,$50 mil. - $100 mil.,19016.30392,2878.698161,1669.709322,7307353,1312.240795
skylinecloudservices.com,SKYLINE Cloud Services Inc,Technology and Computing,$50 mil. - $100 mil.,200.7205303,912.4484979,688.4775947,11460923,559.8780181
hydraulic-controls.com,Hydraulic Controls Inc,Others,$50 mil. - $100 mil.,1059.596293,4543.308104,2036.30825,6399093,1139.720434
pmtonline.co.uk,PMT Online Ltd,"Art, Entertainment and Recreation",$50 mil. - $100 mil.,318028.769,433126.1764,1010843.65,64756,166723.8822
whitmor.com,Whitmor Inc,Others,$50 mil. - $100 mil.,8017.428248,4853.823394,131442.9304,541268,1936.313016
universalcompanies.com,Universal Companies,Others,$50 mil. - $100 mil.,102894.411,19224.51748,58858.14883,605812,8332.226159
physiciansformula.com,"Physicians Formula Holdings, Inc.",Style and Fashion,$50 mil. - $100 mil.,332985.3792,146052.3445,195663.4678,326997,23600.31113
swissarmy.com,Victorinox Swiss Army Inc,"Art, Entertainment and Recreation",$50 mil. - $100 mil.,443792.082,293511.6124,605639.5093,99622,89293.22498
irulu.com,iRULU Store,Consumer Electronics & Appliances,$50 mil. - $100 mil.,575839.1325,520418.3312,913673.0786,136913,13165.22325
bigelowtea.com,Bigelow Tea Company,Food And Beverage,$50 mil. - $100 mil.,179796.1397,100317.6335,134925.2984,371231,21673.45151
smythautomotive.com,Smyth Automotive Inc,Automotive and Vehicles,$50 mil. - $100 mil.,12522.11653,2211.715781,1239.241055,9542848,1294.932051
gumps.com,Gump,General Merchandise,$50 mil. - $100 mil.,232264.4148,267608.1814,72178.15402,492943,22126.95492
wenaasusa.com,Wenaas USA,Apparel and Accessories,$50 mil. - $100 mil.,251.4088146,284.1802255,525.092519,14038921,115.4150749
brandsexclusive.com.au,Brands Exclusive,Apparel and Accessories,$50 mil. - $100 mil.,654933.0146,570188.0397,530710.3235,112068,40351.39944
speechpro.com,Speech Technology Center Limited,Consumer Electronics & Appliances,$50 mil. - $100 mil.,37723.48834,14130.927,17528.00685,1565247,3962.506135
sepco.com,"Sepco - Sealing Equipment Products Co. , Inc.",Technology and Computing,$50 mil. - $100 mil.,1306.171952,759.7358761,25747.04905,2003985,489.0940518
ivybound.net,Ivy Bound Test Prep,"Law, Government and Politics",$50 mil. - $100 mil.,25459.9246,2185.807809,16465.07073,2321396,1361.966577
gardensalive.com,Gardens Alive,Home Furnishings and Furniture,$50 mil. - $100 mil.,329517.5227,634516.9302,291752.4642,292357,81594.16855
ritani.com,Ritani,Style and Fashion,$50 mil. - $100 mil.,344274.9322,552208.579,391200.887,152227,74981.0432
xcvi.com,XCVI LLC,Apparel and Accessories,$50 mil. - $100 mil.,17070.50353,10103.41047,7494.362085,2566502,3690.299937
moosejaw.com,Moosejaw,"Art, Entertainment and Recreation",$50 mil. - $100 mil.,3122410.881,1517439.523,1964528.042,37944,557759.089
sundancecatalog.com,Sundance Catalog Company,General Merchandise,$50 mil. - $100 mil.,752809.9974,437243.7283,421392.661,94817,115028.4056
mayer-johnson.com,"Mayer-Johnson , Inc.",Health and Fitness,$50 mil. - $100 mil.,23136.04658,79747.05206,40264.57785,978966,29326.61213
vantageapparel.com,Vantage Apparel Inc,Apparel and Accessories,$50 mil. - $100 mil.,13958.58298,15679.00824,15889.03,1860951,7848.022913
handiquilter.com,Handi Quilter Inc,Consumer Electronics & Appliances,$50 mil. - $100 mil.,58337.06846,65256.73913,61279.2301,772472,6688.923736
slugger.com,Louisville Slugger,Others,$50 mil. - $100 mil.,203591.3216,118141.2366,116110.9219,441891,22756.28972
reachtech.com,Reach Technology Inc,Consumer Electronics & Appliances,$50 mil. - $100 mil.,2704.434596,3430.984626,2510.176897,6386726,1562.243405
vecoplanllc.com,Vecoplan LLC,Home Furnishings and Furniture,$50 mil. - $100 mil.,5310.983209,5117.925298,5869.634633,3988494,1506.815126
sleepcountry.com,Mattress Country,Home Furnishings and Furniture,$50 mil. - $100 mil.,77249.2669,341.169161,109.1012657,30669910,Data not found
